Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,"How many followers do you have on Instagram? (In case of multiple accounts, please mention the one with the maximum)",How many posts do you have on Instagram?,Latitude,Longitude,Time Spent on Facebook in last week (in minutes),Time Spent on Facebook in last weekend (in minutes),Time Spent on Instagram in last week (in minutes),Time Spent on Instagram in last weekend (in minutes),Time Spent on WhatsApp in last week (in minutes),Time Spent on WhatsApp in last weekend (in minutes),Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage
24,Belgaum,Working professional,No,Female,Graduation,IXG,iOs,Karnataka,Southern,"1,117",243,15.862643,74.508534,51,17,921,384,179,42,68,"1,305","1,594","1,151",443,221
27,Nagpur,Working professional,No,Male,Graduation,NAG,iOs,MAHARASHTRA,Western,211,11,21.1458004,79.0881546,51,17,921,384,179,42,68,"1,305","1,594","1,151",443,221
24,Kochi,Sabbatical,Yes,Male,Post graduation,COK,Android,Kerala,Southern,"1,485",255,9.947743,76.253802,43,17,399,367,859,108,60,766,"1,793","1,301",492,967
36,Delhi,Working professional,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,"9,209",865,28.651952,77.231495,29,17,264,289,429,176,46,553,"1,204",722,482,605
18,Mumbai,Student,No,Male,High School,BOM,Android,Maharashtra,Western,511,3,18.987807,72.836447,23,17,374,90,342,82,40,464,928,739,189,424
24,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,"1,376",157,28.651952,77.231495,12,17,20,42,250,180,29,62,521,282,239,430
24,Bhubaneshwar,Working professional,No,Male,Graduation,BBI,iOs,Odisha,Eastern,423,91,20.272411,85.833853,71,17,208,33,365,112,88,241,806,644,162,477
27,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,0,20,18.987807,72.836447,62,16,900,562,231,29,78,"1,462","1,800","1,193",607,260
48,Bengaluru,Working professional,No,Female,Graduation,BLR,iOs,Karnataka,Southern,314,172,12.977063,77.587106,314,16,395,536,"1,342",386,330,931,"2,989","2,051",938,"1,728"
25,Surat,Working professional,No,Male,Graduation,STV,iOs,Gujarat,Western,"1,165",261,21.195944,72.830232,26,16,470,210,"1,450",460,42,680,"2,632","1,946",686,"1,910"
23,Mumbai,Student,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,497,84,18.987807,72.836447,56,16,486,138,"1,153",246,72,624,"2,095","1,695",400,"1,399"
34,Ahmedabad,Working professional,No,Male,Post graduation,AMD,iOs,Gujarat,Western,347,29,23.025793,72.587265,67,16,210,48,458,63,83,258,862,735,127,521
28,Bagdogra,Working professional,No,Male,Post graduation,IXB,iOs,West Bengal,Eastern,351,48,26.6986,88.3117,65,16,214,47,578,125,81,261,"1,045",857,188,703
22,Ahmedabad,Student,No,Female,Graduation,AMD,iOs,Gujarat,Western,946,167,23.025793,72.587265,58,16,468,39,"1,995",347,74,507,"2,923","2,521",402,"2,342"
20,Jaipur,Student,No,Female,Graduation,JAI,Android,Rajasthan,Northern,857,152,26.913312,75.787872,30,15,"1,265",598,259,98,45,"1,863","2,265","1,554",711,357
25,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,780,56,28.651952,77.231495,30,15,750,360,765,300,45,"1,110","2,220","1,545",675,"1,065"
22,Chennai,Student,Yes,Female,Post graduation,MAA,Android,Tamil Nadu,Southern,920,170,13.084622,80.248357,40,15,840,280,"1,260",360,55,"1,120","2,795","2,140",655,"1,620"
21,Kolkata,Student,Yes,Female,Graduation,CCU,Android,West Bengal,Eastern,"1,308",99,22.562627,88.363044,34,15,411,226,"1,196",316,49,637,"2,198","1,641",557,"1,512"
31,Delhi,Working professional,No,Male,Post graduation,DEL,iOs,Delhi,Northern,589,80,28.651952,77.231495,150,15,450,220,"1,150",240,165,670,"2,225","1,750",475,"1,390"
21,Kolkata,Student,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,554,85,22.562627,88.363044,0,15,469,218,900,619,15,687,"2,221","1,369",852,"1,519"
25,Delhi,Working professional,Yes,Female,Graduation,DEL,iOs,Delhi,Northern,"26,000",678,28.651952,77.231495,50,15,"1,009",215,695,187,65,"1,224","2,171","1,754",417,882
27,Bengaluru,Working professional,Yes,Female,Graduation,BLR,iOs,Karnataka,Southern,340,78,12.977063,77.587106,32,15,481,192,808,323,47,673,"1,851","1,321",530,"1,131"
24,Mumbai,Student,No,Male,Graduation,BOM,iOs,Maharashtra,Western,397,106,18.987807,72.836447,60,15,630,180,"6,300","1,800",75,810,"8,985","6,990","1,995","8,100"
24,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,588,34,18.987807,72.836447,30,15,360,180,450,500,45,540,"1,535",840,695,950
22,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,391,63,18.987807,72.836447,20,15,180,150,105,105,35,330,575,305,270,210
23,Ahmedabad,Student,Yes,Female,Post graduation,AMD,Android,Gujarat,Western,"3,490",68,23.025793,72.587265,230,15,"2,270",128,"3,340",345,245,"2,398","6,328","5,840",488,"3,685"
26,Bengaluru,Working professional,No,Female,Graduation,BLR,Android,Karnataka,Southern,143,53,12.977063,77.587106,28,15,54,93,115,120,43,147,425,197,228,235
22,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,472,120,18.513271,73.849852,30,15,75,90,490,70,45,165,770,595,175,560
26,Bengaluru,Working professional,Yes,Male,Post graduation,BLR,iOs,Karnataka,Southern,435,16,12.977063,77.587106,40,15,496,90,312,60,55,586,"1,013",848,165,372
26,Lucknow,Student,Yes,Male,Graduation,LKO,iOs,Uttar Pradesh,Northern,700,80,26.839281,80.923133,90,15,180,60,360,180,105,240,885,630,255,540
28,Delhi,Working professional,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,200,8,28.651952,77.231495,100,15,300,50,500,200,115,350,"1,165",900,265,700
22,Bagdogra,Student,Yes,Female,Post graduation,IXB,iOs,West Bengal,Eastern,463,101,26.6986,88.3117,49,15,206,37,"1,001",503,64,243,"1,811","1,256",555,"1,504"
45,Chandigarh,Working professional,No,Male,Graduation,IXC,iOs,Chandigarh,Northern,56,0,30.736292,76.788398,50,15,60,10,"1,300",200,65,70,"1,635","1,410",225,"1,500"
24,Kolkata,Working professional,yes,Female,Graduation,CCU,iOs,West Bengal,Eastern,150,58,22.562627,88.363044,20,15,30,10,800,150,35,40,"1,025",850,175,950
42,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,70,15,0,0,145,35,85,0,265,215,50,180
25,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,104,11,22.562627,88.363044,70,15,250,0,250,15,85,250,600,570,30,265
27,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,279,127,28.651952,77.231495,235,14,466,760,187,203,249,"1,226","1,865",888,977,390
21,Kolkata,Student,No,Female,High School,CCU,Android,West Bengal,Eastern,350,22,22.562627,88.363044,48,14,740,349,957,160,62,"1,089","2,268","1,745",523,"1,117"
22,Rajkot,Sabbatical,No,Male,Post graduation,RAJ,Android,Gujarat,Western,"1,019",22,22.291606,70.793217,95,14,463,232,990,127,109,695,"1,921","1,548",373,"1,117"
21,Delhi,Student,No,Female,Graduation,DEL,iOs,Delhi,Northern,651,128,28.651952,77.231495,65,14,452,226,"1,287",275,79,678,"2,319","1,804",515,"1,562"
18,Mumbai,Student,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,235,81,18.987807,72.836447,87,14,872,173,819,235,101,"1,045","2,200","1,778",422,"1,054"
25,Lucknow,Working professional,No,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,368,12,26.839281,80.923133,51,14,407,135,981,206,65,542,"1,794","1,439",355,"1,187"
22,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,452,110,28.651952,77.231495,224,14,896,70,259,18,238,966,"1,481","1,379",102,277
23,Chennai,Working professional,No,Male,Graduation,MAA,iOs,Tamil Nadu,Southern,600,80,13.084622,80.248357,48,14,407,65,220,63,62,472,817,675,142,283
20,Bagdogra,Student,No,Male,High School,IXB,iOs,West Bengal,Eastern,523,86,26.6986,88.3117,104,14,357,56,578,78,118,413,"1,187","1,039",148,656
25,Patna,Student,No,Male,Post graduation,pat,Android,Bihar,Eastern,78,22,25.615379,85.101027,20,14,0,0,427,73,34,0,534,447,87,500
23,Surat,Student,Yes,Male,Post graduation,STV,iOs,Gujarat,Western,"1,274",212,21.195944,72.830232,19,13,480,240,"1,680",720,32,720,"3,152","2,179",973,"2,400"
23,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,552,129,18.987807,72.836447,46,13,429,202,788,197,59,631,"1,675","1,263",412,985
40,Indore,Sabbatical,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,0,0,22.717736,75.85859,0,0,0,0,500,150,0,0,650,500,150,650
24,Patna,Sabbatical,No,Female,Graduation,PAT,Android,Bihar,Eastern,173,36,25.615379,85.101027,24,0,378,184,347,156,24,562,"1,089",749,340,503
51,Kolkata,Sabbatical,No,Female,Graduation,CCU,Android,West Bengal,Eastern,0,0,22.562627,88.363044,0,0,0,0,683,113,0,0,796,683,113,796
21,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,0,26,28.651952,77.231495,22,7,376,126,"1,515",98,29,502,"2,144","1,913",231,"1,613"
22,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,678,156,28.651952,77.231495,0,0,150,120,450,180,0,270,900,600,300,630
23,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,245,55,28.651952,77.231495,0,0,420,60,"1,740",480,0,480,"2,700","2,160",540,"2,220"
24,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,424,200,28.651952,77.231495,0,0,"1,022",380,994,229,0,"1,402","2,625","2,016",609,"1,223"
46,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,56,0,28.651952,77.231495,21,10,126,35,321,66,31,161,579,468,111,387
48,DehraDun,Sabbatical,No,Female,Graduation,DED,Android,Uttarakhand,Northern,0,0,30.324427,78.033922,0,0,0,0,600,130,0,0,730,600,130,730
36,Bengaluru,Sabbatical,No,Female,Graduation,BLR,Android,Karnataka,Southern,0,0,12.977063,77.587106,0,0,0,0,349,673,0,0,"1,022",349,673,"1,022"
51,Mangalore,Sabbatical,No,Female,Graduation,IXE,Android,Karnataka,Southern,44,7,12.865371,74.842432,0,0,23,23,155,45,0,46,246,178,68,200
26,Hyderabad,Sabbatical,No,Female,Graduation,HYD,Android,Telangana,Southern,232,25,17.384052,78.456355,0,0,600,200,60,20,0,800,880,660,220,80
45,Hyderabad,Sabbatical,No,Female,Graduation,Hyd,Android,Telangana,Southern,0,0,17.384052,78.456355,0,0,0,0,420,120,0,0,540,420,120,540
43,Ahmedabad,Sabbatical,No,Female,Graduation,AMD,Android,Gujarat,Western,0,0,23.025793,72.587265,0,0,0,0,600,240,0,0,840,600,240,840
44,Rajkot,Sabbatical,No,Female,Graduation,RAJ,Android,Gujarat,Western,0,0,22.291606,70.793217,0,0,0,0,376,144,0,0,520,376,144,520
26,Surat,Sabbatical,No,Female,Graduation,STV,Android,Gujarat,Western,395,24,21.195944,72.830232,14,9,430,230,"1,450",740,23,660,"2,873","1,894",979,"2,190"
47,Surat,Sabbatical,No,Female,Graduation,STV,Android,Gujarat,Western,122,43,21.195944,72.830232,30,5,179,90,"1,342",312,35,269,"1,958","1,551",407,"1,654"
48,Nagpur,Sabbatical,No,Female,Graduation,NAG,Android,MAHARASHTRA,Western,120,0,21.1458004,79.0881546,0,0,280,75,200,90,0,355,645,480,165,290
28,Aurangabad,Sabbatical,No,Female,Graduation,IXU,Android,Maharashtra,Western,"1,012",36,19.880943,75.346739,19,0,390,87,447,109,19,477,"1,052",856,196,556
20,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,"1,002",154,18.987807,72.836447,0,0,534,150,574,182,0,684,"1,440","1,108",332,756
23,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,200,8,18.987807,72.836447,0,0,100,40,330,108,0,140,578,430,148,438
23,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,729,71,18.987807,72.836447,900,0,"1,300",270,"2,100",650,900,"1,570","5,220","4,300",920,"2,750"
67,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,0,0,18.987807,72.836447,30,0,0,0,50,30,30,0,110,80,30,80
22,Bhopal,Student,No,Female,Graduation,BHO,Android,Madhya Pradesh,Central,"1,749",91,23.254688,77.402892,0,0,"1,080",150,712,100,0,"1,230","2,042","1,792",250,812
21,Gwalior,Student,No,Female,Graduation,GWL,Android,Madhya Pradesh,Central,407,49,26.229825,78.173369,0,0,"1,800","1,080",180,40,0,"2,880","3,100","1,980","1,120",220
21,Gwalior,Student,No,Female,Graduation,GWL,Android,Madhya Pradesh,Central,285,135,26.229825,78.173369,0,0,180,15,240,240,0,195,675,420,255,480
21,Indore,Student,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,0,0,22.717736,75.85859,0,0,0,0,"1,877",432,0,0,"2,309","1,877",432,"2,309"
21,Indore,Student,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,527,44,22.717736,75.85859,0,0,150,90,300,120,0,240,660,450,210,420
22,Indore,Student,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,410,100,22.717736,75.85859,0,0,540,120,827,180,0,660,"1,667","1,367",300,"1,007"
22,Ranchi,Student,No,Female,Graduation,IXR,Android,Jharkhand,Eastern,254,23,23.347768,85.338564,140,76,700,200,670,190,216,900,"1,976","1,510",466,860
23,Bhubaneshwar,Student,No,Female,Graduation,BBI,Android,Odisha,Eastern,478,219,20.272411,85.833853,0,0,27,46,95,101,0,73,269,122,147,196
19,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,200,10,22.562627,88.363044,0,0,200,55,400,100,0,255,755,600,155,500
20,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,395,99,22.562627,88.363044,10,0,783,457,969,302,10,"1,240","2,521","1,762",759,"1,271"
22,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,175,1,22.562627,88.363044,0,0,500,600,600,650,0,"1,100","2,350","1,100","1,250","1,250"
23,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,186,10,22.562627,88.363044,0,0,450,450,800,700,0,900,"2,400","1,250","1,150","1,500"
23,Kolkata,Student,No,Female,Graduation,ccu,Android,West Bengal,Eastern,253,105,22.562627,88.363044,15,2,250,60,840,180,17,310,"1,347","1,105",242,"1,020"
25,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,295,6,22.562627,88.363044,0,0,180,240,"1,200","1,200",0,420,"2,820","1,380","1,440","2,400"
21,Chandigarh,Student,No,Female,Graduation,IXC,Android,Chandigarh,Northern,987,32,30.736292,76.788398,2,0,483,237,934,341,2,720,"1,997","1,419",578,"1,275"
21,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,208,136,28.651952,77.231495,0,0,630,180,630,180,0,810,"1,620","1,260",360,810
21,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,471,172,28.651952,77.231495,0,0,245,70,"1,470",420,0,315,"2,205","1,715",490,"1,890"
21,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,238,25,28.651952,77.231495,5,0,290,60,330,90,5,350,775,625,150,420
21,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,252,75,28.651952,77.231495,5,2,12,10,10,8,7,22,47,27,20,18
22,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,334,31,28.651952,77.231495,5,0,140,60,"7,000","1,960",5,200,"9,165","7,145","2,020","8,960"
22,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,390,191,28.651952,77.231495,54,13,346,155,"1,342",476,67,501,"2,386","1,742",644,"1,818"
23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,150,10,28.651952,77.231495,0,0,240,60,360,120,0,300,780,600,180,480
23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,443,53,28.651952,77.231495,0,0,100,90,"2,100","2,200",0,190,"4,490","2,200","2,290","4,300"
23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,425,105,28.651952,77.231495,0,0,140,40,"3,360",480,0,180,"4,020","3,500",520,"3,840"
24,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,0,0,0,300,810,0,0,300,"1,110",810,300,810
32,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,376,12,28.651952,77.231495,200,10,400,50,800,100,210,450,"1,560","1,400",160,900
21,Jaipur,Student,No,Female,Graduation,JAI,Android,Rajasthan,Northern,238,25,26.913312,75.787872,5,0,340,60,360,90,5,400,855,705,150,450
18,Udaipur,Student,No,Female,Graduation,UDR,Android,Rajasthan,Northern,987,96,24.57951,73.690508,12,0,63,96,"1,968",224,12,159,"2,363","2,043",320,"2,192"
22,Udaipur,Student,No,Female,Graduation,UDR,Android,Rajasthan,Northern,185,0,24.57951,73.690508,15,10,60,60,20,20,25,120,185,95,90,40
20,Lucknow,Student,No,Female,Graduation,LKO,Android,Uttar Pradesh,Northern,600,12,26.839281,80.923133,20,0,0,0,420,180,20,0,620,440,180,600
22,DehraDun,Student,No,Female,Graduation,DED,Android,Uttarakhand,Northern,459,12,30.324427,78.033922,0,0,"2,300","1,300","2,700","1,600",0,"3,600","7,900","5,000","2,900","4,300"
22,DehraDun,Student,No,Female,Graduation,DED,Android,Uttarakhand,Northern,371,82,30.324427,78.033922,175,76,654,156,540,154,251,810,"1,755","1,369",386,694
27,Mangalore,Student,No,Female,Graduation,IXE,Android,Karnataka,Southern,672,97,12.865371,74.842432,10,3,138,25,968,217,13,163,"1,361","1,116",245,"1,185"
23,Chennai,Student,No,Female,Graduation,MAA,Android,Tamil Nadu,Southern,825,92,13.084622,80.248357,0,0,300,240,"2,400",295,0,540,"3,235","2,700",535,"2,695"
19,Hyderabad,Student,No,Female,Graduation,Hyd,Android,Telangana,Southern,116,2,17.384052,78.456355,420,0,840,180,840,180,420,"1,020","2,460","2,100",360,"1,020"
20,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,0,0,23.025793,72.587265,0,0,0,0,600,150,0,0,750,600,150,750
21,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,397,38,23.025793,72.587265,0,0,"1,300",350,900,250,0,"1,650","2,800","2,200",600,"1,150"
22,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,900,30,23.025793,72.587265,20,5,920,480,840,300,25,"1,400","2,565","1,780",785,"1,140"
20,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,"1,077",150,18.987807,72.836447,0,0,516,253,676,256,0,769,"1,701","1,192",509,932
21,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,317,38,18.987807,72.836447,0,0,340,380,632,438,0,720,"1,790",972,818,"1,070"
21,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,612,61,18.987807,72.836447,0,0,112,38,946,340,0,150,"1,436","1,058",378,"1,286"
21,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,50,1,18.987807,72.836447,120,0,"1,200",60,"1,200",120,120,"1,260","2,700","2,520",180,"1,320"
22,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,515,68,18.987807,72.836447,0,0,86,93,167,189,0,179,535,253,282,356
24,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,296,70,18.987807,72.836447,0,0,52,54,72,95,0,106,273,124,149,167
24,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,845,96,18.987807,72.836447,52,0,963,589,532,256,52,"1,552","2,392","1,547",845,788
22,Indore,Working professional,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,679,57,22.717736,75.85859,0,0,180,240,120,240,0,420,780,300,480,360
38,Indore,Working professional,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,0,0,22.717736,75.85859,0,0,0,0,418,0,0,0,418,418,0,418
21,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,440,0,22.562627,88.363044,30,0,750,480,375,80,30,"1,230","1,715","1,155",560,455
24,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,308,244,22.562627,88.363044,0,0,10,7,20,10,0,17,47,30,17,30
25,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,444,200,22.562627,88.363044,2,0,11,7,22,9,2,18,51,35,16,31
22,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,291,45,28.651952,77.231495,5,0,230,110,210,90,5,340,645,445,200,300
23,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,238,31,28.651952,77.231495,28,12,294,93,617,275,40,387,"1,319",939,380,892
24,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,557,130,28.651952,77.231495,0,0,800,134,400,109,0,934,"1,443","1,200",243,509
24,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,543,200,28.651952,77.231495,0,0,175,0,202,0,0,175,377,377,0,202
24,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,469,28,28.651952,77.231495,90,0,300,250,350,200,90,550,"1,190",740,450,550
26,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,600,40,28.651952,77.231495,0,0,0,0,260,80,0,0,340,260,80,340
26,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,276,300,28.651952,77.231495,0,0,421,169,376,141,0,590,"1,107",797,310,517
28,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,823,181,28.651952,77.231495,120,10,430,200,360,240,130,630,"1,360",910,450,600
